QUERY_ID;RESPONSE
1;(131, 207, 0.023568374838381728)
1;(132, 1184, 0.023252299960262)
1;(133, 551, 0.023250253610866828)
1;(134, 875, 0.023162465559629555)
1;(135, 1138, 0.02305068791928557)
1;(136, 835, 0.022640118371889315)
1;(137, 255, 0.02261707020353326)
1;(138, 522, 0.02223376656208108)
1;(139, 315, 0.02191307284171428)
1;(140, 733, 0.021874573264428085)
1;(141, 969, 0.021417247213898958)
1;(142, 295, 0.021343404875840227)
1;(143, 961, 0.021117366732687288)
1;(144, 439, 0.020976822411178167)
1;(145, 146, 0.0208811513257211)
1;(146, 452, 0.02049081804723436)
1;(147, 757, 0.020348774965690014)
1;(148, 765, 0.02034305682557142)
1;(149, 541, 0.020306269935373215)
1;(150, 40, 0.02020275762714405)
1;(151, 1043, 0.019803993247294142)
1;(152, 458, 0.01956958314939504)
1;(153, 531, 0.019372702421937844)
1;(154, 333, 0.019141673721507286)
1;(155, 566, 0.01906959399564319)
1;(156, 651, 0.019056387089024275)
1;(157, 766, 0.018962925888536614)
1;(158, 650, 0.018803027643565447)
1;(159, 545, 0.01879929511923883)
1;(160, 351, 0.018488695649695384)
1;(161, 657, 0.01826652796642765)
1;(162, 262, 0.01743635295358976)
1;(163, 1200, 0.017286722157922218)
1;(164, 537, 0.01681526278967251)
1;(165, 105, 0.016812222064120683)
1;(166, 558, 0.01605954169535324)
1;(167, 998, 0.01597115188266891)
1;(168, 752, 0.015678980227620036)
1;(169, 913, 0.01562134476652571)
1;(170, 1040, 0.015483317556814731)
1;(171, 764, 0.015371432192575023)
1;(172, 200, 0.015105636216900057)
1;(173, 450, 0.014997237337804363)
1;(174, 289, 0.014865005109025031)
1;(175, 46, 0.01471490415760972)
1;(176, 287, 0.014576793190987362)
1;(177, 1120, 0.014244612554027475)
1;(178, 1167, 0.014161484011492849)
1;(179, 60, 0.013889327719208948)
1;(180, 891, 0.013862692930825463)
1;(181, 1077, 0.012849256089861906)
1;(182, 1070, 0.012607386095076634)
1;(183, 501, 0.012431953100201296)
1;(184, 280, 0.011835204370226636)
1;(185, 709, 0.011825951390909525)
1;(186, 332, 0.011040251285247762)
1;(187, 562, 0.01085958849087634)
1;(188, 692, 0.01079820690992027)
1;(189, 675, 0.010537314822418773)
1;(190, 495, 0.010461509968763327)
1;(191, 1226, 0.010213529158227612)
1;(192, 804, 0.010095362808474125)
1;(193, 1002, 0.009760401055389788)
1;(194, 178, 0.009659619237286483)
1;(195, 605, 0.009418197954793203)
1;(196, 1080, 0.009038191192456082)
1;(197, 1119, 0.008612957221893272)
1;(198, 737, 0.008074745463812224)
1;(199, 1196, 0.007565494166463834)
1;(200, 1102, 0.007264476410473338)
1;(201, 847, 0.006396795210278959)
1;(202, 106, 0.005937336208139263)
1;(203, 316, 0.005776515916744848)
1;(204, 1015, 0.0043937555206942855)
1;(205, 158, 0.003148568833902366)
1;(206, 812, 0.002593682391016958)
1;(207, 1, 0.0)
1;(208, 8, 0.0)
1;(209, 9, 0.0)
1;(210, 11, 0.0)
1;(211, 13, 0.0)
1;(212, 15, 0.0)
1;(213, 16, 0.0)
1;(214, 19, 0.0)
1;(215, 24, 0.0)
1;(216, 28, 0.0)
1;(217, 31, 0.0)
1;(218, 32, 0.0)
1;(219, 33, 0.0)
1;(220, 34, 0.0)
1;(221, 35, 0)
1;(222, 36, 0.0)
1;(223, 37, 0.0)
1;(224, 38, 0.0)
1;(225, 43, 0.0)
1;(226, 44, 0.0)
1;(227, 45, 0.0)
1;(228, 47, 0.0)
1;(229, 49, 0.0)
1;(230, 53, 0.0)
1;(231, 55, 0.0)
1;(232, 56, 0.0)
1;(233, 57, 0.0)
1;(234, 65, 0.0)
1;(235, 68, 0.0)
1;(236, 69, 0.0)
1;(237, 70, 0.0)
1;(238, 72, 0.0)
1;(239, 74, 0.0)
1;(240, 75, 0.0)
1;(241, 77, 0.0)
1;(242, 78, 0.0)
1;(243, 80, 0.0)
1;(244, 85, 0.0)
1;(245, 86, 0.0)
1;(246, 90, 0.0)
1;(247, 93, 0.0)
1;(248, 96, 0.0)
1;(249, 98, 0.0)
1;(250, 102, 0.0)
1;(251, 104, 0.0)
1;(252, 111, 0.0)
1;(253, 113, 0.0)
1;(254, 114, 0.0)
1;(255, 115, 0.0)
1;(256, 116, 0.0)
1;(257, 119, 0.0)
1;(258, 120, 0.0)
1;(259, 125, 0.0)
1;(260, 126, 0.0)
1;(261, 127, 0)
1;(262, 128, 0.0)
1;(263, 130, 0.0)
1;(264, 131, 0)
1;(265, 134, 0.0)
1;(266, 135, 0.0)
1;(267, 137, 0.0)
1;(268, 141, 0.0)
1;(269, 144, 0.0)
1;(270, 151, 0.0)
1;(271, 152, 0.0)
1;(272, 157, 0.0)
1;(273, 161, 0.0)
1;(274, 164, 0.0)
1;(275, 167, 0)
1;(276, 174, 0.0)
1;(277, 179, 0.0)
1;(278, 185, 0.0)
1;(279, 191, 0.0)
1;(280, 193, 0.0)
1;(281, 196, 0.0)
1;(282, 197, 0.0)
1;(283, 201, 0.0)
1;(284, 206, 0.0)
1;(285, 212, 0.0)
1;(286, 213, 0.0)
1;(287, 215, 0.0)
1;(288, 219, 0.0)
1;(289, 225, 0.0)
1;(290, 234, 0.0)
1;(291, 235, 0.0)
1;(292, 239, 0.0)
1;(293, 240, 0.0)
1;(294, 246, 0.0)
1;(295, 248, 0.0)
1;(296, 256, 0.0)
1;(297, 261, 0.0)
1;(298, 263, 0.0)
1;(299, 266, 0.0)
1;(300, 271, 0.0)
1;(301, 274, 0.0)
1;(302, 275, 0.0)
1;(303, 279, 0.0)
1;(304, 284, 0.0)
1;(305, 290, 0.0)
1;(306, 293, 0.0)
1;(307, 296, 0.0)
1;(308, 297, 0)
1;(309, 298, 0.0)
1;(310, 300, 0.0)
1;(311, 302, 0.0)
1;(312, 305, 0.0)
1;(313, 306, 0.0)
1;(314, 308, 0.0)
1;(315, 309, 0.0)
1;(316, 317, 0.0)
1;(317, 318, 0.0)
1;(318, 327, 0.0)
1;(319, 328, 0)
1;(320, 329, 0.0)
1;(321, 330, 0.0)
1;(322, 334, 0.0)
1;(323, 337, 0.0)
1;(324, 338, 0.0)
1;(325, 342, 0.0)
1;(326, 343, 0.0)
1;(327, 344, 0.0)
1;(328, 349, 0.0)
1;(329, 352, 0.0)
1;(330, 353, 0.0)
1;(331, 355, 0.0)
1;(332, 358, 0.0)
1;(333, 361, 0.0)
1;(334, 364, 0.0)
1;(335, 373, 0.0)
1;(336, 374, 0.0)
1;(337, 375, 0.0)
1;(338, 377, 0.0)
1;(339, 378, 0.0)
1;(340, 379, 0.0)
1;(341, 380, 0.0)
1;(342, 381, 0.0)
1;(343, 383, 0.0)
1;(344, 384, 0.0)
1;(345, 386, 0.0)
1;(346, 387, 0.0)
1;(347, 388, 0.0)
1;(348, 394, 0.0)
1;(349, 398, 0.0)
1;(350, 402, 0.0)
1;(351, 403, 0.0)
1;(352, 404, 0.0)
1;(353, 405, 0.0)
1;(354, 411, 0.0)
1;(355, 412, 0.0)
1;(356, 416, 0.0)
1;(357, 422, 0.0)
1;(358, 425, 0.0)
1;(359, 427, 0.0)
1;(360, 430, 0.0)
1;(361, 432, 0.0)
1;(362, 433, 0.0)
1;(363, 447, 0.0)
1;(364, 448, 0.0)
1;(365, 449, 0.0)
1;(366, 451, 0.0)
1;(367, 455, 0.0)
1;(368, 463, 0.0)
1;(369, 464, 0.0)
1;(370, 467, 0.0)
1;(371, 469, 0.0)
1;(372, 473, 0.0)
1;(373, 474, 0.0)
1;(374, 475, 0.0)
1;(375, 476, 0.0)
1;(376, 482, 0.0)
1;(377, 484, 0.0)
1;(378, 487, 0.0)
1;(379, 489, 0.0)
1;(380, 490, 0.0)
1;(381, 491, 0.0)
1;(382, 492, 0)
1;(383, 494, 0.0)
1;(384, 499, 0.0)
1;(385, 503, 0.0)
1;(386, 506, 0.0)
1;(387, 508, 0.0)
1;(388, 511, 0)
1;(389, 512, 0.0)
1;(390, 513, 0.0)
1;(391, 514, 0.0)
1;(392, 515, 0.0)
1;(393, 524, 0.0)
1;(394, 529, 0.0)
1;(395, 533, 0.0)
1;(396, 536, 0.0)
1;(397, 539, 0.0)
1;(398, 543, 0.0)
1;(399, 544, 0.0)
1;(400, 546, 0.0)
1;(401, 548, 0.0)
1;(402, 550, 0)
1;(403, 552, 0.0)
1;(404, 556, 0.0)
1;(405, 557, 0.0)
1;(406, 559, 0.0)
1;(407, 560, 0.0)
1;(408, 565, 0.0)
1;(409, 570, 0.0)
1;(410, 573, 0.0)
1;(411, 575, 0.0)
1;(412, 577, 0.0)
1;(413, 579, 0.0)
1;(414, 585, 0.0)
1;(415, 592, 0.0)
1;(416, 594, 0)
1;(417, 599, 0.0)
1;(418, 602, 0.0)
1;(419, 608, 0.0)
1;(420, 609, 0.0)
1;(421, 614, 0.0)
1;(422, 618, 0.0)
1;(423, 619, 0.0)
1;(424, 620, 0.0)
1;(425, 623, 0.0)
1;(426, 624, 0.0)
1;(427, 626, 0.0)
1;(428, 627, 0.0)
1;(429, 631, 0.0)
1;(430, 634, 0.0)
1;(431, 636, 0.0)
1;(432, 640, 0.0)
1;(433, 641, 0.0)
1;(434, 643, 0.0)
1;(435, 644, 0.0)
1;(436, 645, 0.0)
1;(437, 648, 0.0)
1;(438, 653, 0.0)
1;(439, 654, 0.0)
1;(440, 655, 0.0)
1;(441, 661, 0.0)
1;(442, 662, 0.0)
1;(443, 663, 0.0)
1;(444, 664, 0.0)
1;(445, 665, 0.0)
1;(446, 670, 0.0)
1;(447, 673, 0.0)
1;(448, 677, 0.0)
1;(449, 678, 0.0)
1;(450, 680, 0.0)
1;(451, 681, 0.0)
1;(452, 690, 0.0)
1;(453, 696, 0.0)
1;(454, 698, 0.0)
1;(455, 703, 0.0)
1;(456, 707, 0.0)
1;(457, 708, 0.0)
1;(458, 711, 0)
1;(459, 712, 0.0)
1;(460, 713, 0.0)
1;(461, 715, 0.0)
1;(462, 717, 0.0)
1;(463, 719, 0.0)
1;(464, 720, 0.0)
1;(465, 722, 0.0)
1;(466, 723, 0.0)
1;(467, 728, 0)
1;(468, 734, 0)
1;(469, 738, 0.0)
1;(470, 739, 0.0)
1;(471, 743, 0.0)
1;(472, 744, 0.0)
1;(473, 745, 0.0)
1;(474, 755, 0.0)
1;(475, 758, 0.0)
1;(476, 759, 0.0)
1;(477, 760, 0.0)
1;(478, 762, 0.0)
1;(479, 772, 0.0)
1;(480, 773, 0.0)
1;(481, 776, 0.0)
1;(482, 778, 0.0)
1;(483, 780, 0.0)
1;(484, 782, 0.0)
1;(485, 785, 0.0)
1;(486, 786, 0.0)
1;(487, 787, 0.0)
1;(488, 790, 0.0)
1;(489, 791, 0.0)
1;(490, 795, 0.0)
1;(491, 796, 0.0)
1;(492, 798, 0.0)
1;(493, 800, 0.0)
1;(494, 807, 0.0)
1;(495, 808, 0.0)
1;(496, 813, 0.0)
1;(497, 815, 0.0)
1;(498, 816, 0.0)
1;(499, 817, 0.0)
1;(500, 818, 0.0)
1;(501, 819, 0.0)
1;(502, 820, 0.0)
1;(503, 823, 0.0)
1;(504, 824, 0.0)
1;(505, 830, 0.0)
1;(506, 833, 0.0)
1;(507, 834, 0.0)
1;(508, 836, 0.0)
1;(509, 838, 0)
1;(510, 844, 0.0)
1;(511, 852, 0.0)
1;(512, 856, 0.0)
1;(513, 863, 0.0)
1;(514, 865, 0.0)
1;(515, 867, 0.0)
1;(516, 868, 0.0)
1;(517, 870, 0.0)
1;(518, 871, 0.0)
1;(519, 876, 0.0)
1;(520, 879, 0.0)
1;(521, 880, 0.0)
1;(522, 881, 0.0)
1;(523, 890, 0.0)
1;(524, 892, 0.0)
1;(525, 893, 0)
1;(526, 899, 0.0)
1;(527, 907, 0.0)
1;(528, 909, 0.0)
1;(529, 910, 0.0)
1;(530, 916, 0.0)
1;(531, 917, 0.0)
1;(532, 919, 0.0)
1;(533, 920, 0.0)
1;(534, 923, 0.0)
1;(535, 926, 0.0)
1;(536, 929, 0.0)
1;(537, 931, 0)
1;(538, 932, 0.0)
1;(539, 934, 0.0)
1;(540, 937, 0.0)
1;(541, 938, 0)
1;(542, 939, 0.0)
1;(543, 940, 0.0)
1;(544, 947, 0.0)
1;(545, 948, 0.0)
1;(546, 953, 0.0)
1;(547, 965, 0.0)
1;(548, 973, 0.0)
1;(549, 976, 0.0)
1;(550, 977, 0.0)
1;(551, 978, 0.0)
1;(552, 983, 0.0)
1;(553, 984, 0.0)
1;(554, 990, 0.0)
1;(555, 993, 0.0)
1;(556, 995, 0.0)
1;(557, 996, 0.0)
1;(558, 1000, 0.0)
1;(559, 1001, 0.0)
1;(560, 1003, 0.0)
1;(561, 1005, 0.0)
1;(562, 1007, 0.0)
1;(563, 1010, 0.0)
1;(564, 1012, 0.0)
1;(565, 1013, 0.0)
1;(566, 1014, 0.0)
1;(567, 1017, 0.0)
1;(568, 1019, 0.0)
1;(569, 1021, 0.0)
1;(570, 1022, 0)
1;(571, 1026, 0.0)
1;(572, 1027, 0.0)
1;(573, 1030, 0.0)
1;(574, 1036, 0.0)
1;(575, 1038, 0.0)
1;(576, 1044, 0.0)
1;(577, 1048, 0.0)
1;(578, 1060, 0.0)
1;(579, 1062, 0.0)
1;(580, 1068, 0)
1;(581, 1071, 0.0)
1;(582, 1078, 0.0)
1;(583, 1079, 0.0)
1;(584, 1082, 0.0)
1;(585, 1083, 0.0)
1;(586, 1086, 0.0)
1;(587, 1087, 0.0)
1;(588, 1088, 0)
1;(589, 1089, 0.0)
1;(590, 1092, 0.0)
1;(591, 1093, 0.0)
1;(592, 1096, 0.0)
1;(593, 1097, 0.0)
1;(594, 1099, 0.0)
1;(595, 1108, 0.0)
1;(596, 1112, 0.0)
1;(597, 1121, 0.0)
1;(598, 1122, 0.0)
1;(599, 1129, 0.0)
1;(600, 1132, 0.0)
1;(601, 1141, 0.0)
1;(602, 1142, 0.0)
1;(603, 1143, 0.0)
1;(604, 1147, 0.0)
1;(605, 1149, 0)
1;(606, 1150, 0.0)
1;(607, 1152, 0.0)
1;(608, 1153, 0)
1;(609, 1155, 0.0)
1;(610, 1157, 0.0)
1;(611, 1159, 0.0)
1;(612, 1165, 0.0)
1;(613, 1173, 0.0)
1;(614, 1175, 0.0)
1;(615, 1176, 0.0)
1;(616, 1177, 0.0)
1;(617, 1181, 0.0)
1;(618, 1182, 0.0)
1;(619, 1183, 0.0)
1;(620, 1185, 0.0)
1;(621, 1186, 0)
1;(622, 1188, 0.0)
1;(623, 1191, 0.0)
1;(624, 1193, 0.0)
1;(625, 1195, 0.0)
1;(626, 1202, 0.0)
1;(627, 1203, 0.0)
1;(628, 1206, 0.0)
1;(629, 1207, 0.0)
1;(630, 1208, 0.0)
1;(631, 1210, 0.0)
1;(632, 1211, 0.0)
1;(633, 1212, 0.0)
1;(634, 1215, 0.0)
1;(635, 1216, 0.0)
1;(636, 1218, 0.0)
1;(637, 1220, 0.0)
1;(638, 1224, 0)
1;(639, 1227, 0.0)
1;(640, 1228, 0.0)
1;(641, 1229, 0.0)
1;(642, 1230, 0.0)
1;(643, 1232, 0.0)
1;(644, 1234, 0.0)
1;(645, 1235, 0.0)
1;(646, 1236, 0.0)
1;(647, 542, -0.001587362100399324)
1;(648, 162, -0.0016552826441433108)
1;(649, 659, -0.001751613522956896)
1;(650, 457, -0.0020128262206188853)
1;(651, 214, -0.0022468623184844373)
1;(652, 954, -0.002608220529975182)
1;(653, 574, -0.0027230730269512285)
1;(654, 519, -0.002764760730499461)
1;(655, 992, -0.0027767782659925645)
1;(656, 894, -0.002812512210867152)
1;(657, 359, -0.0028394228760152494)
1;(658, 564, -0.0028457626004865086)
1;(659, 347, -0.0028697180983329844)
1;(660, 1033, -0.002873035091974044)
1;(661, 76, -0.002961421779390008)
1;(662, 1221, -0.0029653235369667733)
1;(663, 17, -0.0030003498823191247)
1;(664, 103, -0.003025347613520537)
1;(665, 584, -0.0030272866284544505)
1;(666, 572, -0.0030935029947604213)
1;(667, 747, -0.003126281360679313)
1;(668, 794, -0.0031366854052780092)
1;(669, 415, -0.0031726735129853313)
1;(670, 1145, -0.003291271740538858)
1;(671, 202, -0.0033070433798716246)
1;(672, 247, -0.0033841638318798453)
1;(673, 97, -0.00339865925730097)
1;(674, 975, -0.0034152363321295035)
1;(675, 122, -0.0034756516828632756)
1;(676, 612, -0.003496252362856296)
1;(677, 392, -0.0035034153803986507)
1;(678, 311, -0.0035523911263988404)
1;(679, 538, -0.0035602344874631517)
1;(680, 21, -0.0036140264953160475)
1;(681, 92, -0.003629290827400706)
1;(682, 1137, -0.0036331602077224)
1;(683, 175, -0.0036450924910640847)
1;(684, 685, -0.0036696306364871764)
1;(685, 770, -0.003723435732151356)
1;(686, 516, -0.003726846368608621)
1;(687, 652, -0.0037337163037666084)
1;(688, 571, -0.003759622677164482)
1;(689, 534, -0.003789816610236065)
1;(690, 254, -0.003813480562434502)
1;(691, 260, -0.0038168914943365853)
1;(692, 133, -0.003883815063324783)
1;(693, 646, -0.003886233373879389)
1;(694, 946, -0.0039071946184021196)
1;(695, 82, -0.0039137850922833835)
1;(696, 590, -0.003937607460880923)
1;(697, 160, -0.003962042884231249)
1;(698, 258, -0.0039756500326051086)
1;(699, 1199, -0.004038956421053149)
1;(700, 341, -0.004115205078880491)
1;(701, 1209, -0.004135555627816184)
1;(702, 701, -0.004136855540023515)
1;(703, 233, -0.0041409182773038756)
1;(704, 607, -0.004162817510944554)
1;(705, 278, -0.004165663173441241)
1;(706, 784, -0.004166254996331869)
1;(707, 1139, -0.004210655900147498)
1;(708, 362, -0.004222561886751487)
1;(709, 409, -0.0042416840619002956)
1;(710, 493, -0.004247847819775223)
1;(711, 94, -0.004249008475271915)
1;(712, 1020, -0.004263076097171349)
1;(713, 895, -0.004269443844480227)
1;(714, 485, -0.0042794196520834745)
1;(715, 848, -0.00429494294707342)
1;(716, 505, -0.0043117352241478)
1;(717, 431, -0.004333974408571923)
1;(718, 110, -0.004350627525203016)
1;(719, 761, -0.004364586281449237)
1;(720, 376, -0.004385043038739323)
1;(721, 749, -0.0043945262149554755)
1;(722, 1156, -0.0044204219053169385)
1;(723, 1174, -0.004470405457909619)
1;(724, 1166, -0.00447431788743161)
1;(725, 481, -0.00448986034433886)
1;(726, 821, -0.004506435583568631)
1;(727, 1029, -0.004507128553448566)
1;(728, 370, -0.0045245064920746)
1;(729, 684, -0.004532222548170984)
1;(730, 1161, -0.004587093143057841)
1;(731, 1197, -0.004596555322294015)
1;(732, 930, -0.004622718328149869)
1;(733, 1075, -0.004657427080686502)
1;(734, 600, -0.004659359266105042)
1;(735, 441, -0.004674703783524285)
1;(736, 861, -0.004680582862973982)
1;(737, 705, -0.004684288753152943)
1;(738, 840, -0.004713202765353731)
1;(739, 1154, -0.00473405616461031)
1;(740, 598, -0.004744427008415126)
1;(741, 244, -0.004758535637645889)
1;(742, 1114, -0.004765830761948311)
1;(743, 285, -0.0047728614724780625)
1;(744, 1095, -0.00478580273050512)
1;(745, 435, -0.004824774147321864)
1;(746, 154, -0.004847391117308741)
1;(747, 456, -0.004854345215930924)
1;(748, 224, -0.004857359768056245)
1;(749, 1127, -0.004868520795847016)
1;(750, 854, -0.004879911147239981)
1;(751, 837, -0.004910785603584457)
1;(752, 945, -0.00491828275588009)
1;(753, 71, -0.004943931058879314)
1;(754, 4, -0.004953304789191545)
1;(755, 84, -0.004993898739932202)
1;(756, 831, -0.004999687925633783)
1;(757, 417, -0.005032036369104768)
1;(758, 48, -0.005050555223587269)
1;(759, 955, -0.005054994658566578)
1;(760, 195, -0.005068625099913996)
1;(761, 615, -0.005072223106941745)
1;(762, 1037, -0.0051088414743156885)
1;(763, 1126, -0.005114530366431951)
1;(764, 1011, -0.005153861113824259)
1;(765, 109, -0.005196136902922578)
1;(766, 901, -0.005198644014507343)
1;(767, 517, -0.005210459729528186)
1;(768, 442, -0.005218638043739958)
1;(769, 730, -0.005233053797884751)
1;(770, 1072, -0.0052429471675301985)
1;(771, 136, -0.00525393956151048)
1;(772, 208, -0.005282063789783085)
1;(773, 229, -0.005332676768273898)
1;(774, 424, -0.0053350548812554875)
1;(775, 943, -0.005344721410937901)
1;(776, 145, -0.005364300095162709)
1;(777, 682, -0.005370703431417055)
1;(778, 897, -0.00539202876422802)
1;(779, 994, -0.005449197343202682)
1;(780, 658, -0.005476223453115799)
1;(781, 716, -0.005503667645581475)
1;(782, 408, -0.0055037336679669676)
1;(783, 12, -0.0055089117283560005)
1;(784, 123, -0.00551632341908147)
1;(785, 583, -0.005521457592231443)
1;(786, 1051, -0.005576005534946807)
1;(787, 367, -0.005583358040763982)
1;(788, 936, -0.005642271316815542)
1;(789, 568, -0.005653116864151819)
1;(790, 89, -0.005655815086955136)
1;(791, 597, -0.005667183244444404)
1;(792, 547, -0.005739171885755499)
1;(793, 751, -0.005755577540093429)
1;(794, 335, -0.005777749776861663)
1;(795, 407, -0.0057832043812998425)
1;(796, 14, -0.005807336728514023)
1;(797, 669, -0.005813982922882169)
1;(798, 842, -0.0058264219875010645)
1;(799, 147, -0.005833378319250837)
1;(800, 453, -0.005867817599182693)
1;(801, 604, -0.005889282747385438)
1;(802, 336, -0.005894790039716032)
1;(803, 107, -0.005922242662805685)
1;(804, 1009, -0.005960321974677517)
1;(805, 706, -0.005975657014518079)
1;(806, 507, -0.0059791099063818106)
1;(807, 251, -0.005996626676055483)
1;(808, 273, -0.006013807492212912)
1;(809, 642, -0.0060208091807511)
1;(810, 395, -0.006023013812245881)
1;(811, 1133, -0.006070266263287794)
1;(812, 748, -0.006092279893849191)
1;(813, 1094, -0.006101989923483824)
1;(814, 952, -0.006113792485058519)
1;(815, 83, -0.0061231012353318)
1;(816, 885, -0.0061445952031339585)
1;(817, 725, -0.006150264130877649)
1;(818, 142, -0.006293413897527171)
1;(819, 1225, -0.006327513500907651)
1;(820, 1084, -0.006328618918911977)
1;(821, 962, -0.006349130807893429)
1;(822, 555, -0.006360272742856295)
1;(823, 735, -0.006432918977616438)
1;(824, 941, -0.006493170641272502)
1;(825, 625, -0.006535232828353684)
1;(826, 7, -0.006539611684241623)
1;(827, 1042, -0.006552582691100963)
1;(828, 91, -0.006554654253392507)
1;(829, 20, -0.006554725622535812)
1;(830, 253, -0.006588339126611278)
1;(831, 282, -0.006611557183672724)
1;(832, 1031, -0.006665357925608213)
1;(833, 168, -0.006698691915252687)
1;(834, 231, -0.006852411152059904)
1;(835, 1098, -0.006880089210636698)
1;(836, 1115, -0.006881851610598167)
1;(837, 252, -0.006901658443992476)
1;(838, 153, -0.006969021518674954)
1;(839, 887, -0.0069729840454049105)
1;(840, 67, -0.006979515269719973)
1;(841, 888, -0.0070160309950496975)
1;(842, 314, -0.007042083062754027)
